page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
The Presidential Coalition,ThePresidentialCoalition,242077219243971,ACTIVITY_GENERAL,US,Sponsored by The Presidential Coalition,2012-06-29T16:18:25Z,3866,5090,2021-09-21T12:24:32Z,2021-09-21,12:24:32,Native Video,45938,18977,5145,13942,271,199,158,1742,5398,106,owned,Yes,1565284,1580618,0,00:00:37,https://www.facebook.com/242077219243971/posts/4379323405519311,"School Boards must stop teaching children to hate America. It’s essential to remove Critical Race Theory from our classrooms now! Our children deserve the truth, not Woke Curriculum!",https://www.facebook.com/ThePresidentialCoalition/videos/330120388849038/,NA,NA,Remove CRT From Our Classrooms!,NA,NA,NA,NA,4.98,NA,2021-09-22T00:00:00Z
NA,ThePresidentialCoalition,242077219243971,ACTIVITY_GENERAL,US,Sponsored by The Presidential Coalition,2012-06-29T16:18:25Z,3866,5090,2021-09-21T12:24:32Z,2021-09-21,12:24:32,Native Video,45938,18977,5145,13942,271,199,158,1742,5398,106,owned,Yes,1565284,1580618,0,00:00:37,https://www.facebook.com/242077219243971/posts/4379323405519311,"School Boards must stop teaching children to hate America. It’s essential to remove Critical Race Theory from our classrooms now! Our children deserve the truth, not Woke Curriculum!",https://www.facebook.com/ThePresidentialCoalition/videos/330120388849038/,NA,NA,Remove CRT From Our Classrooms!,NA,NA,NA,NA,4.98,The Presidential Coalition,2021-09-22T00:00:00Z
NA,DSouzaDinesh,100044325285070,PERSON,US,"https://podcasts.apple.com/us/podcast/the-dinesh-dsouza-podcast/id1547827376

dinesh.locals.com",2011-04-29T19:11:12Z,2337298,2595759,2021-06-01T15:31:52Z,2021-06-01,15:31:52,Link,45677,22847,2021,10118,10186,52,6,1,0,446,NA,-,0,0,0,N/A,https://www.facebook.com/216709768355686/posts/4812366178789999,Watch this dad and daughter destroy the core premise of Critical Race Theory in under a minute.,https://rumble.com/vhwn3n-father-daughter-duo-stop-critical-race-theory-in-its-tracks-in-heartwarming.html?mref=23gga&mc=8uxj1,NA,NA,Father-Daughter Duo Stops Critical Race Theory in It's Tracks in Heartwarming Video,Watch this dad and daughter destroy the core premise of Critical Race Theory in under a minute.,NA,NA,NA,7.23,Dinesh D'Souza,2021-06-02T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6241196,7811095,2021-03-30T10:46:33Z,2021-03-30,10:46:33,Link,45570,35368,990,5138,3741,72,57,17,110,77,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/305174557630522,We need more of this.,https://www.dailywire.com/news/new-organization-plans-to-provide-parents-with-tools-to-combat-woke-indoctrination-in-schools?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,New Organization Plans To Provide Parents With Tools To Combat ‘Woke Indoctrination’ In Schools,Two opponents of critical race theory have kickstarted a membership group designed to empower parents to combat the “woke indoctrination.”,NA,NA,NA,11.82,Ben Shapiro,2021-03-30T00:00:00Z
NA,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2137032,4548761,2021-06-01T20:16:02Z,2021-06-01,20:16:02,Link,45327,23028,2143,7912,11824,28,13,1,1,377,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4327751767317551,LOVE THIS 💪👇,https://rumble.com/vhwnh3-father-daughter-duo-crushes-critical-race-theory-in-58-seconds.html?mref=22lbp&mc=56yab,NA,NA,Father-Daughter Duo Crushes Critical Race Theory in 58 Seconds,Enough with the left's new racism,NA,NA,NA,4.26,Dan Bongino,2021-06-02T00:00:00Z
NA,GlennBeck,100044199921205,PERSON,US,Have Joy. Speak Truth. glennbeck.com,2008-11-23T22:50:38Z,3169104,3097327,2021-07-07T15:50:02Z,2021-07-07,15:50:02,Link,45221,30687,1318,6498,5681,368,47,267,99,256,NA,-,0,0,0,N/A,https://www.facebook.com/100044199921205/posts/367426544740673,"Black father blasts critical race theory in front of school board, says it teaches his daughter that her white mother 'is evil'",https://www.theblaze.com/news/black-father-blasts-critical-race-theory-white-mother?utm_content=bufferc9184&utm_medium=referral&utm_source=facebook&utm_campaign=fb-glennbeck,NA,NA,"Black father blasts critical race theory in front of school board, says it teaches his daughter that her white mother 'is evil'","A father stood before a public school board recently and deftly destroyed critical race theory, not only saying it's a concept meant for the collegiate level but also noting that it influences students of different races to ""hate each other."" What are the details? The fact that Ian Rice is black ...",NA,NA,NA,25.91,Glenn Beck,2021-07-08T00:00:00Z
NA,realCharlieKirk,100044197895731,PERSON,US,Founder & President of Turning Point USA. Proud capitalist. Best Selling Author. Eagle Scout.,2017-08-23T02:20:02Z,938426,2053624,2021-07-01T21:52:33Z,2021-07-01,21:52:33,Link,45106,34497,797,5559,3985,60,54,14,10,130,NA,-,0,0,0,N/A,https://www.facebook.com/112735922758892/posts/843099736389170,https://rumble.com/vjb1fv-father-of-3-stands-up-to-az-school-board-explaining-how-crt-holds-his-child.html?mref=4pvd7&mc=b2gay,https://rumble.com/vjb1fv-father-of-3-stands-up-to-az-school-board-explaining-how-crt-holds-his-child.html?mref=4pvd7&mc=b2gay,NA,NA,Father of 3 Stands Up to AZ School Board Explaining How CRT Holds His Children Back,"SUBSCRIBE to The Charlie Kirk Show TODAY https://apple.co/2VCxGsh:=:https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818 Tune in to The Charlie Kirk Show LIVE on Salem Radio Network affiliates across the country, Five days a week from 12–3 P ET To listen",NA,NA,NA,13.08,Charlie Kirk,2021-07-02T00:00:00Z
NA,TheFitBlogger,100044603551750,BLOGGER,US,"There wasn't a path, so I created one",2018-06-28T22:17:59Z,409512,491112,2021-07-11T17:18:04Z,2021-07-11,17:18:04,Photo,45098,17799,2039,9458,15115,10,61,4,4,608,NA,-,0,0,0,N/A,https://www.facebook.com/100044603551750/posts/359260145570768,How about y’all teach this instead of that critical race theory stuff. This right here is the fix. This is what is needed. America should know no such thing as skin color. It’s messed up that y’all changed some bad police incidents into the entire world being against one another. It wasn’t supposed to be like that. This is love. ❤️❤️,https://www.facebook.com/photo.php?fbid=359258838904232&set=a.291875958975854&type=3,NA,NA,NA,NA,NA,NA,NA,3.97,Officer Parker,2021-07-12T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6321179,7892064,2021-04-27T14:50:06Z,2021-04-27,14:50:06,Link,45089,8370,8320,26769,1589,13,8,1,2,17,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/329602298521081,Let's hope this becomes a national trend.,https://www.dailywire.com/news/idaho-senate-passes-bill-could-be-1st-state-banning-critical-race-theory-in-schools?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,"Idaho Senate Passes Bill, Could Be 1st State Banning Critical Race Theory In Schools","On Monday, Idaho's State Senate passed a bill already passed by the state House that would ban the teaching of critical race theory in schools. HB 377,",NA,NA,NA,8.81,NA,2021-04-28T00:00:00Z
NA,FreedomWorks,100064908510765,NON_PROFIT,US,Government Fails. Freedom Works.,2007-11-08T16:14:13Z,4977144,4466443,2021-06-28T20:00:26Z,2021-06-28,20:00:26,Photo,45083,33818,1397,8680,689,22,37,59,338,43,NA,-,0,0,0,N/A,https://www.facebook.com/5633824547/posts/10159595032534548,EXPEL CRITICAL RACE THEORY! https://bit.ly/3gU5KKp:=:https://fwact.org/EaIh4Os,https://www.facebook.com/FreedomWorks/photos/a.160623489547/10159595031304548/?type=3,NA,THE FEDERAL GOVERNMENT HAS NO RIGHT TO FORCE THE POISON OF CRITICAL RACE THEORY ONTO THE AMERICAN PEOPLE. FeeWorks -SEN.TED CRUZ,NA,NA,NA,NA,NA,2.08,FreedomWorks,2021-06-29T00:00:00Z
NA,dralvedaking,100044166563102,PERSON,US,"Best-selling Author, Speaker and Pro-Life Advocate",2009-07-31T21:56:34Z,165187,291877,2021-08-11T15:13:47Z,2021-08-11,15:13:47,Photo,45037,29123,2168,9594,2518,35,72,1171,150,206,NA,-,0,0,0,N/A,https://www.facebook.com/100044166563102/posts/390687565746792,We are ONE human race! Be kind to one another today!,https://www.facebook.com/photo.php?fbid=390687522413463&set=a.288726255942924&type=3,NA,CRITICAL RACE THEORY PROMOTES HATE!,NA,NA,NA,NA,NA,7.39,Alveda King,2021-08-12T00:00:00Z
Sean Hannity,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3929671,4530216,2021-10-21T10:53:32Z,2021-10-21,10:53:32,Link,44951,32113,1960,3080,7408,74,86,8,24,198,NA,-,0,0,0,N/A,https://www.facebook.com/100047112765345/posts/436268861286869,"CONDOLEEZZA RICE on CRT: ""I grew up in segregated Birmingham, Alabama. I could not go into a movie theater or restaurant... My parents told me prejudice is somebody else’s problem, not yours. You will overcome it and be anything you want to be.""",https://hannity.com/media-room/watch-condoleezza-rice-educates-the-view-on-critical-race-theory/,NA,NA,WATCH: Condoleezza Rice Educates ‘The View’ on Critical Race Theory - Sean Hannity,Former Secretary of State Condoleezza Rice sat-down with The View Thursday to discuss Critical Race Theory in public education; telling the hosts she believes “prejudice is somebody else’s problem.” “The question is: Do parents need more influence here?” asked Whoopi Goldberg. “Their chi...,NA,NA,NA,10.29,NA,2021-10-21T00:00:00Z
Dan Bongino,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2147046,4565304,2021-06-16T20:00:09Z,2021-06-16,20:00:09,Link,44770,34992,973,2732,5940,24,21,5,10,73,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4372104862882241,"BOOM! Take notes, Republicans 🔥",https://rumble.com/vimqvv-ron-desantis-blasts-crt-being-taught-absolutely-unacceptable.html?mref=22lbp&mc=56yab,NA,NA,Ron DeSantis BLASTS CRT Being Taught ‘Absolutely Unacceptable’,Ron DeSantis went off on CRT being taught in schools on Hannity.,NA,NA,NA,4.21,NA,2021-06-17T00:00:00Z
NA,RepKevinMcCarthy,51052893175,GOVERNMENT_OFFICIAL,US,Republican Leader and Representative of California's 23rd District in the House of Representatives.,2009-02-13T21:05:34Z,512198,567136,2021-05-18T10:34:15Z,2021-05-18,10:34:15,Status,44651,30380,3372,6531,4049,15,89,7,65,143,NA,-,0,0,0,N/A,https://www.facebook.com/51052893175/posts/10158271026288176,"Critical race theory doesn’t belong in our schools. It doesn’t belong in our military. It doesn’t belong in the federal government. Our guiding principles should be based on treating every single person with dignity and respect, not on liberal activist propaganda.",NA,NA,NA,NA,NA,NA,NA,NA,1.91,Kevin McCarthy,2021-05-18T00:00:00Z
NA,RepKevinMcCarthy,51052893175,GOVERNMENT_OFFICIAL,US,Republican Leader and Representative of California's 23rd District in the House of Representatives.,2009-02-13T21:05:34Z,552059,606990,2021-07-06T08:49:28Z,2021-07-06,08:49:28,Status,44573,31340,2234,10103,532,31,88,87,115,43,NA,-,0,0,0,N/A,https://www.facebook.com/51052893175/posts/10158366889703176,Critical Race Theory is racism. Pass it on.,NA,NA,NA,NA,NA,NA,NA,NA,1.9,Kevin McCarthy,2021-07-06T00:00:00Z
NA,FreedomWorks,100064908510765,NON_PROFIT,US,Government Fails. Freedom Works.,2007-11-08T16:14:13Z,4975841,4465229,2021-07-07T15:56:38Z,2021-07-07,15:56:38,Photo,44391,30640,1910,10538,605,31,39,141,429,58,NA,-,0,0,0,N/A,https://www.facebook.com/5633824547/posts/10159613492314548,EXPEL CRITICAL RACE THEORY! https://bit.ly/3gU5KKp:=:https://fwact.org/EaIh4Os,https://www.facebook.com/FreedomWorks/photos/a.160623489547/10159613492134548/?type=3,NA,Critical Race Theory pins Americans against each other based on the color of their skin. It does not belong in our schools or government. REP. BURGESS OWENS *.ks,NA,NA,NA,NA,NA,2.05,FreedomWorks,2021-07-08T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3834761,4442379,2021-06-25T15:10:33Z,2021-06-25,15:10:33,Link,44044,35906,816,2262,4859,22,58,6,23,92,NA,-,0,0,0,N/A,https://www.facebook.com/100047112765345/posts/347379406842482,"CRUZ: ""The federal government has no right to force a political agenda onto Americans, especially one that aims to tear down our institutions and divide us based on race...""",https://hannity.com/media-room/cruz-moves-senator-introduces-bill-to-block-federal-funding-for-critical-race-theory/,NA,NA,CRUZ MOVES: Senator Introduces Bill to Block Federal Funding for Critical Race Theory | Sean Hannity,"Senator Ted Cruz moved this week to block federal funding for the promotion of ‘Critical Race Theory’ in public institutions and ensure US taxpayers don’t “contribute to this radical ideology.” “The federal government has no right to force a political agenda onto Americans, especially on...",NA,NA,NA,7.53,Sean Hannity,2021-06-26T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18719345,22574346,2021-06-11T10:05:14Z,2021-06-11,10:05:14,Photo,44003,32325,2584,6997,1199,166,351,153,74,154,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160747046881336,"A Virginia parent, whose remarks at a Loudoun County school board meeting went viral this week, described on ""Hannity"" how the tenets public schools are using regarding critical race theory are similar to how Chinese Communist revolutionary Mao Zedong successfully divided the society she lived in as a young child in the 1960s. https://fxn.ws/3xepyh0",https://www.facebook.com/FoxNews/photos/a.184044921335/10160747035506336/?type=3,NA,"AFOX NEWS channel ""Critical race theory is not antiracism. It itself is racist. It's divisive, it's destructive and it is dangerous."" -Xi Van Fleet Virginia mother who survived Maoist China",NA,NA,NA,NA,NA,5.54,Fox News,2021-06-11T00:00:00Z
NA,DonaldJTrumpJr,100044480404480,PERSON,US,EVP of Development & Acquisitions Trump Organization and Boardroom Advisor on the Apprentice.,2011-11-01T22:35:57Z,3269582,4877920,2021-09-02T21:14:19Z,2021-09-02,21:14:19,Native Video,43853,27863,2818,8017,4491,94,135,109,77,249,crosspost,Yes,455963,479666,888195,00:03:57,https://www.facebook.com/295644160460352/posts/4814049895286400,Pure Courage: Teacher SLAMS School Board Over CRT Amazing video.,https://www.facebook.com/DonaldJTrumpJr/videos/139056465048644/,NA,NA,Pure Courage: Teacher SLAMS School Board Over CRT,NA,NA,NA,NA,1.37,Donald Trump Jr.,2021-09-03T00:00:00Z
NA,MarjorieTaylorGreene,1809715209318581,POLITICIAN,US,"Congressional Candidate 
Christian Conservative Wife
Mother of Three
Political Outsider
Problem Solver
100% Pro-Life
100% Pro-Second Amendment
100% Pro-Trump
100% for America
",2017-10-03T16:22:30Z,251572,300889,2021-06-01T08:07:42Z,2021-06-01,08:07:42,Status,43815,31660,2083,8082,1492,29,65,92,235,77,NA,-,0,0,0,N/A,https://www.facebook.com/1809715209318581/posts/2741387356151357,Critical Race Theory teaches us to hate each other and our country. It should NEVER be taught in our schools or anywhere else!,NA,NA,NA,NA,NA,NA,NA,NA,1.54,Marjorie Taylor Greene,2021-06-01T00:00:00Z
NA,NowThisPolitics,908009612563863,MEDIA_NEWS_COMPANY,US,"Have a video or other tip to send to NowThis Politics? Email us: tips@nowthismedia.com

Subscribe to our newsletter KnowThis to get the biggest stories of the day delivered straight to your inbox: https://go.nowth.is/KnowThis",2015-02-07T00:30:37Z,7078719,10603584,2021-06-23T20:35:03Z,2021-06-23,20:35:03,Native Video,43411,21641,3441,9697,7808,177,227,37,142,241,crosspost,Yes,550164,719747,968224,00:06:03,https://www.facebook.com/908009612563863/posts/5171020202929428,Watch Gen. Mark Milley take down Matt Gaetz and his criticism of critical race theory,https://www.facebook.com/NowThisPolitics/videos/907011383187291/,NA,NA,Gen. Milley Shoots Down Matt Gaetz's Criticism of Critical Race Theory,NA,NA,NA,NA,21.71,NowThis Politics,2021-06-24T00:00:00Z
Trumpian Republicans,TrumpianRepublicans,106949844346620,ACTIVITY_GENERAL,US,Follow our Telegram t.me/TRreport,2020-05-06T18:15:27Z,654432,658392,2020-09-05T14:45:02Z,2020-09-05,14:45:02,Link,43351,27008,2653,5966,7043,98,466,6,20,91,NA,-,0,0,0,N/A,https://www.facebook.com/106949844346620/posts/191175499257387,Trump Drops Bomb On Black Lives Matter - He Ends It,https://conservativebrief.com/trump-drops-bomb-on-black-lives-matter-he-ends-it-25270/?utm_source=CB&utm_medium=Greg,NA,NA,"President Trump Announces The End Of The Federally Funded, Race Baiting, Critical Race Theory",No more anti-white propaganda.,NA,NA,NA,9.2,NA,2020-09-06T00:00:00Z
