page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,message_contains_crt,message_contains_critical_race_theory
Salem-Keizer Public Schools,salemkeizerschools,60676476121,PERSON,US,"At Salem-Keizer Public Schools, our vision is all students graduate and are prepared for a successfu",2009-03-23T15:25:28Z,17461,19183,2021-08-26 14:08:59 EDT,2021-08-26,14:08:59,Link,92,54,12,7,13,2,0,1,3,0,NA,-,0,0,0,N/A,https://www.facebook.com/60676476121/posts/10159937146166122,"Assistant Superintendent Iton Udosenata spoke with KGW-TV about the teaching of critical race theory. “What we really try to do is celebrate race and ethnic diversity within our schools,” Udosenata said. Learn more: https://www.kgw.com/article/news/education/salem-keizer-race-diversity/283-af34eb62-dc83-48b8-9a72-ae3b7188bdef?utm_campaign=snd-autopilot",https://www.kgw.com/article/news/education/salem-keizer-race-diversity/283-af34eb62-dc83-48b8-9a72-ae3b7188bdef?utm_campaign=snd-autopilot,NA,NA,Salem-Keizer Public Schools talks race and diversity in classrooms,"District leaders said curriculum does not include a deep dive into critical race theory, but topics may be influenced by the concept.",NA,NA,NA,2.09,FALSE,TRUE
Pittsford Central School District,PittsfordCentralSchoolDistrict,185850194793977,PUBLIC_SCHOOL,US,The official Facebook page of the Pittsford Central School District.,2011-04-19T15:09:36Z,2517,2861,2021-08-25 12:01:38 EDT,2021-08-25,12:01:38,Link,6,1,0,5,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/185850194793977/posts/4234887569890199,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Secondary Curriculum Review for Grades 6-12 TOMORROW, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.pittsfordschools.org/Page/25783,NA,NA,Curriculum & Instruction / Parent Forums on Curriculum Updates,Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: ,NA,NA,NA,-0.62,FALSE,TRUE
Pittsford Central School District,PittsfordCentralSchoolDistrict,185850194793977,PUBLIC_SCHOOL,US,The official Facebook page of the Pittsford Central School District.,2011-04-19T15:09:36Z,2517,2860,2021-08-24 09:01:08 EDT,2021-08-24,09:01:08,Link,6,3,2,1,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/185850194793977/posts/4231372743575015,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 TODAY, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.pittsfordschools.org/Page/25783,NA,NA,Curriculum & Instruction / Parent Forums on Curriculum Updates,Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: ,NA,NA,NA,-0.62,FALSE,TRUE
Big Picture Learning,bigpicturelearning,387594117963004,NON_PROFIT,US,"Our mission is to activate the potential of schools, systems, and education through student-driven, real-world learning.",2012-07-30T19:27:21Z,4523,4865,2021-08-23 11:52:42 EDT,2021-08-23,11:52:42,Link,10,7,1,2,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/387594117963004/posts/4233895116666199,You do not want to miss this discussion! Featuring plenty of BPL friends and family. Register today. Join next week!,https://bit.ly/2XlnfvV,https://us02web.zoom.us/webinar/register/2316287179173/WN_T3GC3sgORXmy81mlfwE8pg,NA,This is a re-share of a post,"As educators head back to classrooms, some are facing fierce community & legislative debates about what to teach. How do funders fit into this critical race theory debate? What does it mean for teachers and students? Join us 9/1: https://bit.ly/2XlnfvV:=:https://us02web.zoom.us/webinar/register/2316287179173/WN_T3GC3sgORXmy81mlfwE8pg

With Sara Sneed of @The NEA Foundation , Nancy Gutierrez of The Leadership Academy, Jonathan Zimmerman of Penn Graduate School of Education , and teacher Matthew Becerra and student Sofia Ervin of San Diego Met High school",NA,NA,NA,-0.17,FALSE,FALSE
Pittsford Central School District,PittsfordCentralSchoolDistrict,185850194793977,PUBLIC_SCHOOL,US,The official Facebook page of the Pittsford Central School District.,2011-04-19T15:09:36Z,2516,2857,2021-08-23 09:55:02 EDT,2021-08-23,09:55:02,Link,4,2,1,1,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/185850194793977/posts/4228493867196236,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 TOMORROW, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.pittsfordschools.org/Page/25783,NA,NA,Curriculum & Instruction / Parent Forums on Curriculum Updates,Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: ,NA,NA,NA,-0.76,FALSE,TRUE
Pittsford Central School District,PittsfordCentralSchoolDistrict,185850194793977,PUBLIC_SCHOOL,US,The official Facebook page of the Pittsford Central School District.,2011-04-19T15:09:36Z,2514,2855,2021-08-20 07:55:02 EDT,2021-08-20,07:55:02,Link,5,1,3,1,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/185850194793977/posts/4219325594779730,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 Tuesday, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.pittsfordschools.org/Page/25783,NA,NA,Curriculum & Instruction / Parent Forums on Curriculum Updates,Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: ,NA,NA,NA,-0.71,FALSE,TRUE
Pittsford Central School District,PittsfordCentralSchoolDistrict,185850194793977,PUBLIC_SCHOOL,US,The official Facebook page of the Pittsford Central School District.,2011-04-19T15:09:36Z,2513,2854,2021-08-19 08:52:40 EDT,2021-08-19,08:52:40,Status,14,7,0,6,1,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/185850194793977/posts/4216383891740567,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 Tuesday, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",NA,NA,NA,NA,NA,NA,NA,NA,-2,FALSE,TRUE
Elizabethtown Area School District,etownschools,137748559605428,PUBLIC_SCHOOL,US,The Official Facebook Page of the Elizabethtown Area School District.,2010-09-27T15:10:13Z,4531,4854,2021-08-13 16:05:30 EDT,2021-08-13,16:05:30,Photo,87,40,29,8,7,0,0,2,1,0,NA,-,0,0,0,N/A,https://www.facebook.com/137748559605428/posts/4267988433248066,"To discourage rumors and correct misunderstandings, EASD has published more detailed information on Monday evening's Leader In Me Equity In Education Parent/Guardian Night. Parents and guardians are critical stakeholders in our education system. As such, the Equity In Education program is for the adults connected to our students and is designed to equip you with information to help build student leadership capacity. The Leader In Me Equity In Education program is neither a curriculum for students nor is it Critical Race Theory. For clarification purposes, Critical Race Theory IS NOT taught in our schools K-12. Instead, the purpose of the Equity in Education program is to ensure our schools feel safe and are conducive to learning for every student. Read more at ⬇️ https://tinyurl.com/442u9nhu:=:https://www.etownschools.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=18544&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=35330&PageID=1",https://www.facebook.com/etownschools/photos/a.703330519713893/4267986559914920/?type=3,NA,-UPDATE LeaderinMe Equity In Education Parent/Guardian Night August 16 at 6 PM,NA,NA,NA,NA,NA,2.02,FALSE,TRUE
La Grande School District,NA,272963731358,PUBLIC_SCHOOL,US,"La Grande School District is located in La Grande, Oregon, nestled in the beautiful Grande Ronde valley. We have a total student population of about 2200 students. Please see our Social Media Terms of Use at: https://5il.co/qb8e",2010-01-26T23:17:37Z,2044,2295,2021-08-13 14:53:58 EDT,2021-08-13,14:53:58,Live Video Complete,6,5,0,1,0,0,0,0,0,0,share,No,204,1914,0,01:03:56,https://www.facebook.com/272963731358/posts/10158986166796359,"EO Alive Talked with LGSD's Superintendent George Mendoza and Scott Carpenter this morning 8/13/21. Hot topics discussed were: wearing masks in schools, critical race theory, and essential skills requirements. https://www.facebook.com/EOAliveTV/videos/426189615365140/",https://www.facebook.com/EOAliveTV/videos/426189615365140/,NA,NA,EOAlive.TV,EOTalks with LGSD's Superintendent George Mendoza and Scott Carpenter 8/13/21,NA,NA,NA,-4.17,FALSE,TRUE
Sheridan County School District #3,SheridanCountySchoolDistrict3,465990290135967,PUBLIC_SCHOOL,NA,"Sheridan County School District #3 is made up of three schools: Arvada Elementary, Clearmont Elementary, Arvada-Clearmont Junior/Senior High School.",2013-06-06T15:07:45Z,426,467,2021-08-12 20:36:29 EDT,2021-08-12,20:36:29,Link,13,10,0,3,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/465990290135967/posts/4130556070346019,NA,https://www.thesheridanpress.com/news/local/scsd3-set-to-vote-on-resolution-opposing-crt-at-next-meeting/article_74ce10a8-fb7a-11eb-b5b4-af0b115953be.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,NA,NA,SCSD3 set to vote on resolution opposing CRT at next meeting,"Members of the Sheridan County School District 3 Board of Trustees took another step forward in voicing their opposition to Critical Race Theory, or CRT, being taught in local classrooms,",NA,NA,NA,-0.19,NA,NA
